State,NameOfFirm,URL,PrimaryContact,Address,Phone,ListOfStaff,Website,Specialities
Ohio,"Remodel America, Inc.",https://remodelingdoneright.nari.org/remodelers/95058/Details/,Robert Chapa,"Columbus, OH",614-459-5858,Robert Chapa,,Disaster Recovery Services;Remodeling Contractor;Contractor;Residential & Commercial Remodel
Ohio,Remodel Cincinnati,https://remodelingdoneright.nari.org/remodelers/106047/Details/,Stephen Zimmer,"Cincinnati, OH",(513)984-6568,Stephen Zimmer,http://www.szremodelcincinnati.com/,Sunrooms;Remodeling Contractor;Contractor;Kitchens/Baths;Additions
Ohio,"Remodel Me Today, Inc.",https://remodelingdoneright.nari.org/remodelers/12623126/Details/,Brian Pauley,"Olmsted Falls, OH",(440)249-7665,Brian Pauley,http://www.remodelmetoday.com/,Remodeling Contractor;Roofing Contractor;Restoration;Windows/Doors;Deck Contractor;Siding Contractor;Kitchens/Baths;Tile Contractor;Contractor;Universal Design Remodeler
Ohio,Residential Designed Solutions,https://remodelingdoneright.nari.org/remodelers/12539277/Details/,"James Wright CPBD, FAIBD","Columbus, OH",(614)430-0027,"James Wright CPBD, FAIBD",http://www.rdshomedesign.com/,Contractor;Architectural Design
Ohio,"Robert's Remodeling & Construction Co., Inc.",https://remodelingdoneright.nari.org/remodelers/12286178/Details/,Robert Cogdeill,"Cuyahoga Falls, OH",(330)923-1940,Robert Cogdeill,http://www.robertsremodel.com/,Contractor;Kitchens/Baths;Additions;Residential & Commercial Remodel;Design/Build;Remodeling Contractor
Ohio,Rossiter Contracting,https://remodelingdoneright.nari.org/remodelers/12693685/Details/,David Rossiter,"Pickerington, OH",614-554-1972,David Rossiter,http://rossitercontracting.com/,
Ohio,"Roth Roofing & Remodeling, Inc.",https://remodelingdoneright.nari.org/remodelers/83936/Details/,Roger Roth,"Cincinnati, OH",(513)793-9896,Roger Roth,,Roofing Contractor;Contractor;Remodeling Contractor;Kitchens/Baths
Ohio,"Schaefer & Company, Inc.",https://remodelingdoneright.nari.org/remodelers/12279829/Details/,Dave Reynolds,"Troy, OH",(937)339-2638,Dave Reynolds,http://www.schaeferandcompany.com/,Windows/Doors;Kitchens/Baths;Roofing Contractor;Siding Contractor;Contractor;Remodeling Contractor;Decks & Patios
Ohio,Scott Hall Remodeling,https://remodelingdoneright.nari.org/remodelers/12613340/Details/,Scott Hall,"Columbus, OH",614-806-3200,Scott Hall,http://www.scotthallremodeling.com/,Bath;Tile Contractor;Remodeling Contractor;Flooring Contractor;Contractor;Countertop Installers
Ohio,SHER SAGAR Interiors,https://remodelingdoneright.nari.org/remodelers/12604650/Details/,Sher Sagar,"Columbus, OH",(614)471-7437,Sher Sagar,http://shersagar.info/,Remodeling Contractor;Interior Design;Contractor
Ohio,Simple Bath Ohio,https://remodelingdoneright.nari.org/remodelers/12615846/Details/,Bill McMaster,"Columbus, OH",(614)888-2284,Bill McMaster,http://www.simplebathohio.com/,Universal Design Remodeler;Contractor;Remodeling Contractor;Bath
Ohio,Simply Staged Design LLC,https://remodelingdoneright.nari.org/remodelers/12691503/Details/,Nancy Baker,"Ostrander, OH",740-815-4496,Nancy Baker,http://www.simplystageddesign.com/,Other
Ohio,SK Higgins Construction,https://remodelingdoneright.nari.org/remodelers/12645724/Details/,Steve Higgins,"Washington Court House, OH",740-505-0048,Steve Higgins,,Remodeling Contractor;Contractor
Ohio,"Smith & Associates Excavating, Inc.",https://remodelingdoneright.nari.org/remodelers/12617176/Details/,Todd Smith,"Columbus, OH",740-362-3355,Todd Smith,,Remodeling Contractor;Contractor;Excavation Services
Ohio,Steller Construction,https://remodelingdoneright.nari.org/remodelers/12693683/Details/,Bryan Lipps,"Powell, OH",(614)987-8609,Bryan Lipps,http://steller-construction.com/,
Ohio,"Stone Pillar Construction, LLC",https://remodelingdoneright.nari.org/remodelers/12611014/Details/,Ryan Skeldon,"Columbus, OH",614-269-7611,Ryan Skeldon,,Remodeling Contractor;Kitchens/Baths;Windows/Doors;Specialty Contractor;Contractor
Ohio,Stone's Construction & Remodeling LLC,https://remodelingdoneright.nari.org/remodelers/12689809/Details/,Chad Stone,"New Franklin, OH",330-541-7051,Chad Stone,,Remodeler;Contractor
Ohio,Structure Scape,https://remodelingdoneright.nari.org/remodelers/12691626/Details/,Jessica Lamb,"Novelty, OH",440-338-1290,Jessica Lamb,http://www.pattiegroup.com/,Lighting;Residential Remodeling Services;Deck Contractor;Remodeler;Contractor;Sunrooms;Electrical Services;Room Additions;Designer/Architect;Restoration
Ohio,Sullivan Builders Inc.,https://remodelingdoneright.nari.org/remodelers/12572874/Details/,Glen Sullivan,"Worthington, OH",614-846-1305,Glen Sullivan,http://www.sullivanbuilders.net/,Contractor;Residential & Commercial Remodel;Remodeling Contractor;Design/Build;Deck Contractor;Kitchens/Baths;Green Remodeler
Ohio,"Suncraft Corporation, Inc.",https://remodelingdoneright.nari.org/remodelers/93630/Details/,Jeffrey Borovetz,"Gahanna, OH",(614)475-0000,Jeffrey Borovetz,http://www.suncraftdesignbuild.com/,Design/Build;Specialty Contractor;Contractor;Remodeling Contractor;Sunrooms;Decks & Patios
Ohio,Suntrol Company,https://remodelingdoneright.nari.org/remodelers/12608358/Details/,John Hansen,"Cleveland, OH",(216) 663-0801,John Hansen,http://www.suntrol.com/,Remodeling Contractor;Contractor;Specialty Contractor
Ohio,Swan Freedom,https://remodelingdoneright.nari.org/remodelers/12552537/Details/,Todd Hite,"Columbus, OH",(614)308-9900,Todd Hite,http://www.ibpteam.com/,Insulation Contractor;Remodeling Contractor;Contractor
Ohio,TAG Renovation LLC,https://remodelingdoneright.nari.org/remodelers/12672619/Details/,Marc Beas,"Middleburg Heights, OH",440-212-7703,Marc Beas; Trevor Bundy,,Kitchens/Baths;Contractor;Room Additions;Restoration
Ohio,The Bellepoint Company,https://remodelingdoneright.nari.org/remodelers/12631086/Details/,Sam Teitt,"Worthington, OH",614-867-5959,Sam Teitt,http://www.thebellepointcompany.com/,Remodeling Contractor;Contractor;Design/Build
Ohio,The English Contractor & Remodeling Services,https://remodelingdoneright.nari.org/remodelers/12619025/Details/,Craig Russell,"Cincinnati, OH",(513) 726-3180,Craig Russell,http://www.theenglishcontractor.com/,Siding Contractor;Remodeling Contractor;Contractor;Cabinet Installer;Tile Contractor;Universal Design Remodeler;Green Remodeler;Kitchens/Baths;Restoration
Ohio,The Metal Roof Company,https://remodelingdoneright.nari.org/remodelers/12692128/Details/,Dan Toland,"Westerville, OH",614-721-7663,Dan Toland,http://www.themetalroofcompany/,Roofing Contractor
Ohio,Third Space Builders,https://remodelingdoneright.nari.org/remodelers/12630272/Details/,Chris Graham,"Plain City, OH",614-300-5026,Chris Graham,http://www.thirdspacebuilders.com/,Design/Build;Contractor;Remodeling Contractor
Ohio,Total Quality Construction Ltd.,https://remodelingdoneright.nari.org/remodelers/12687077/Details/,Scott Hinz,"Sylvania, OH",419-843-6737,Scott Hinz,,
Ohio,transFORM Construction,https://remodelingdoneright.nari.org/remodelers/12626466/Details/,Jeff Phillips,"Columbus, OH",(614)291-7799,Jeff Phillips,http://www.transformgc.com/,
Ohio,"Zara Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12667588/Details/,Joseph Zara,"Ontario, OH",(419)525-3613,Joseph Zara,http://www.zaraconstructioninc.com/,Windows/Doors;Restoration;Siding Contractor;Kitchens/Baths;Painting;Disaster Recovery Services;Flooring Contractor;Remodeler;Roofing Contractor;Drywall
Ohio,Archadeck of West Central Ohio,https://remodelingdoneright.nari.org/remodelers/118417/Details/,Tim Stephens CR,"Waynesville, OH",(937) 848-7040,Tim Stephens CR,http://www.west-central-ohio.archadeck.com/,Specialty Contractor;Sunrooms;Decks & Patios;Deck Contractor;Contractor;Remodeling Contractor
Ohio,"Cabinet-S-Top, Inc.",https://remodelingdoneright.nari.org/remodelers/12608121/Details/,Elizabeth Nairn CR,"Medina, OH",(330) 239-3630,Elizabeth Nairn CR,http://www.cabinet-s-top.com/,Remodeling Contractor;Tile Contractor;Closet Design & Install;Cabinets;Appliances;Lighting Contractor;Countertop Installers;Flooring Contractor;Contractor
Ohio,Kelly Clark Design,https://remodelingdoneright.nari.org/remodelers/12687512/Details/,Kelly Clark CRPM,"Cincinnati, OH",(513) 478-4529,Kelly Clark CRPM,,Kitchens/Baths
Ohio,"1st Choice Glass Block, LLC",https://remodelingdoneright.nari.org/remodelers/12538359/Details/,Matt Hildebrand,"Delaware, OH",614-777-8887,Matt Hildebrand,http://www.1stchoiceglassblock.com/,Masonry Contractor;Specialty Contractor;Decks & Patios;Remodeling Contractor;Windows/Doors;Contractor
Ohio,ACE Fence & Deck LLC,https://remodelingdoneright.nari.org/remodelers/12569938/Details/,Robert Bruno Jr.,"Lancaster, OH",614-751-8054,Robert Bruno Jr.,http://www.fenceinstall.com/,Remodeling Contractor;Contractor;Specialty Contractor;Decks & Patios
Ohio,ACE Handyman Services,https://remodelingdoneright.nari.org/remodelers/12647187/Details/,Paul Hammer,"Westerville, OH",614-212-4422,Paul Hammer,http://www.acehandymanservices.com/offices/northeast-columbus,Contractor;Drywall;Windows/Doors;Remodeling Contractor;Flooring Contractor;Handyman Services;Painting;Kitchens/Baths
Ohio,Action Door,https://remodelingdoneright.nari.org/remodelers/12609877/Details/,Dino Mastantuono,"Brooklyn Hts, OH",(216) 739-3667,Dino Mastantuono,http://www.action-door.com/,Garage Doors;Doors
Ohio,All Access Door Systems,https://remodelingdoneright.nari.org/remodelers/12675684/Details/,Pheng Sok,"Galloway, OH",614-507-5336,Pheng Sok,,Doors
Ohio,"Allied Services, Inc., Heating & A/C",https://remodelingdoneright.nari.org/remodelers/12279147/Details/,Chris Sourlis,"Clayton, OH",(937)836-5191,Chris Sourlis,http://www.alliedservicesinc.net/,Remodeling Contractor;Contractor;Heating Air Conditioning Contractor
Ohio,"All-Seal Home Improvement, Inc.",https://remodelingdoneright.nari.org/remodelers/82201/Details/,Tom Dano,"Dayton, OH",(937)890-9484,Tom Dano,http://www.allseal.com/,Residential & Commercial Remodel;Windows/Doors;Gutters;Siding Contractor;Countertop Installers;Cabinets - Refacing;Contractor;Remodeling Contractor
Ohio,"B & T Roofing, Ltd.",https://remodelingdoneright.nari.org/remodelers/12290488/Details/,Todd Muth,"Westerville, OH",(614)882-6397,Todd Muth,http://www.btroofing.com/,Gutters;Siding Contractor;Windows/Doors;Specialty Contractor;Residential & Commercial Remodel;Remodeling Contractor;Contractor;Insulation Contractor
Ohio,"Bauer Roofing, Siding & Solar Solutions, LLC",https://remodelingdoneright.nari.org/remodelers/118720/Details/,Jill Bauer,"Dayton, OH",(937)298-3100,Jill Bauer,http://www.bauerroofing.com/,Gutters;Windows/Doors;Contractor;Siding Contractor;Residential & Commercial Remodel;Roofing Contractor;Remodeling Contractor
Ohio,Benchmark Construction & Development,https://remodelingdoneright.nari.org/remodelers/12588988/Details/,Brian Chalfant,"Johnstown, OH",614-989-8281,Brian Chalfant,http://www.benchmarkcolumbus.com/,Remodeling Contractor;Specialty Contractor;Contractor
Ohio,Bin There Dump That,https://remodelingdoneright.nari.org/remodelers/12631934/Details/,Bryon Stowe,"West Chester, OH",937-368-6362,Bryon Stowe,http://www.bintheredumpthat.com/,Waste Disposal
Ohio,Blazek-Hutchinson Builders,https://remodelingdoneright.nari.org/remodelers/12692097/Details/,Luke Blazek,"Westerville, OH",(614) 633-6666,Luke Blazek,http://www.blazekhutchinsonbuilders.com/,Kitchens/Baths
Ohio,"Brad Smith Roofing Co., Inc.",https://remodelingdoneright.nari.org/remodelers/12608173/Details/,Brad Smith,"Westlake, OH",(440) 835-3377,Brad Smith,http://www.bradsmithroofing.com/,Contractor;Roofing Contractor;Remodeling Contractor
Ohio,Buschur's Home Improvement Center,https://remodelingdoneright.nari.org/remodelers/94230/Details/,Terry Paxton,"Dayton, OH",(937) 264-5581,Terry Paxton,http://www.buschurs.com/,Remodeling Contractor;Contractor;Windows/Doors;Gutters;Siding Contractor;Sunrooms;Specialty Contractor
Ohio,"BWA South Company, Inc.",https://remodelingdoneright.nari.org/remodelers/12690048/Details/,Nick Hanes,"Cincinnati, OH",513-733-4343,Nick Hanes,,
Ohio,California Closets,https://remodelingdoneright.nari.org/remodelers/115697/Details/,Juan Antunez,"Columbus, OH",(216)741-9000,Juan Antunez,http://www.californiaclosets.com/,Contractor
Ohio,Capozzi Design Group,https://remodelingdoneright.nari.org/remodelers/12646708/Details/,Ruthann Capozzi,"Chagrin Falls, OH",(440) 247-9496,Ruthann Capozzi,http://www.capozzidg.com/,Countertops;Flooring;Residential Remodeling Services;Cabinets - Refacing;Design/Build;Green Remodeler;Kitchens/Baths;Cabinets;Closet Design & Install;Bath
Ohio,Champion Windows Siding & Patio Rooms,https://remodelingdoneright.nari.org/remodelers/12283600/Details/,Justin Hennessey,"Huber Heights, OH",(937)299-6800,Justin Hennessey,http://www.championwindow.com/,Remodeling Contractor;Windows/Doors;Decks & Patios;Siding Contractor;Contractor
Ohio,"Chuck-It Containers, LLC",https://remodelingdoneright.nari.org/remodelers/12631720/Details/,Chuck Whitfield,"Cleveland, OH",(216) 441-3333,Chuck Whitfield,http://www.chuckitcontainers.com/,Waste Disposal
Ohio,Cincinnati Floor & Window Coverings,https://remodelingdoneright.nari.org/remodelers/12530515/Details/,Matt Bliemeister,"Loveland, OH",(513)575-2538,Matt Bliemeister,http://www.cincinnatifloorandwindow.com/,Flooring;Window Treatments;Tile
Ohio,Cincinnati Stair,https://remodelingdoneright.nari.org/remodelers/12687930/Details/,McKensi Madden,"Cincinnati, OH",513-722-3947,McKensi Madden,http://www.cincinnatistair.com/,
Ohio,Closets By Design,https://remodelingdoneright.nari.org/remodelers/12554416/Details/,Chris Marth,"Sunbury, OH",(740)965-4567,Chris Marth,http://www.closetsbydesign.com/,Design/Build;Contractor;Closet Design & Install;Remodeling Contractor
Ohio,Closetworks,https://remodelingdoneright.nari.org/remodelers/12603029/Details/,Brian Knott,"Miamisburg, OH",(937) 438-5223,Brian Knott,http://www.closetworksdayton.com/,Cabinets;Closet Design & Install;Remodeling Contractor;Contractor
Ohio,Columbus Bath Design by Luxury Bath,https://remodelingdoneright.nari.org/remodelers/12282424/Details/,Michelle Wray,"Lewis Center, OH",(614)475-7700,Michelle Wray,http://www.luxurybath-ohio.com/,Contractor
Ohio,Columbus Garage Floor Coating,https://remodelingdoneright.nari.org/remodelers/12604611/Details/,Rick St. Onge,"Columbus, OH",614-732-5697,Rick St. Onge,http://www.columbusgaragefloorcoating.com/,Contractor;Flooring Contractor;Residential & Commercial Remodel;Flooring;Remodeling Contractor
Ohio,Contractors Inc.,https://remodelingdoneright.nari.org/remodelers/12610959/Details/,DJ Lang,"Columbus, OH",614-205-8946,DJ Lang,http://www.contractorsinc.com/,Contractor;Masonry Contractor;Gutters;Windows/Doors;Remodeling Contractor;Siding Contractor;Residential & Commercial Remodel;Roofing Contractor
Ohio,"Copeland Roofing Siding & Windows, Inc.",https://remodelingdoneright.nari.org/remodelers/12280585/Details/,Greg Roth,"Dayton, OH",(937)426-2956,Greg Roth,http://www.copelandroofing.com/,Siding Contractor;Contractor;Windows/Doors;Residential & Commercial Remodel;Roofing Contractor;Remodeling Contractor;Gutters
Ohio,"Countryside Electric, Inc.",https://remodelingdoneright.nari.org/remodelers/91004/Details/,Glen Lehman,"Columbus, OH",(614)478-7960,Glen Lehman,http://www.countrysideelectric.net/,Lighting Contractor;Electrical Services;Remodeling Contractor;Residential & Commercial Remodel;Contractor
Ohio,Crimson Design Group,https://remodelingdoneright.nari.org/remodelers/12610390/Details/,Cheryl Stauffer,"Columbus, OH",614- 444-3743,Cheryl Stauffer,http://www.crimsondesigngroup.com/,Interior Design
Ohio,"D.M. Electrical Services, Inc.",https://remodelingdoneright.nari.org/remodelers/12280981/Details/,Dawn Combs,"Dayton, OH",(937)233-7611,Dawn Combs,http://www.dmelectric.net/,Lighting Contractor;Residential & Commercial Remodel;Remodeling Contractor;Heating Air Conditioning Contractor;Electrical Services;Contractor
Ohio,Daso Custom Cabinetry,https://remodelingdoneright.nari.org/remodelers/12608210/Details/,Jeff Daso,"Dublin, OH",614-309-3622,Jeff Daso,http://www.dasocustomcabinetry.com/,Remodeling Contractor;Contractor;Cabinets;Moulding;Cabinet Installer;Wood;Electrical Services;Flooring Contractor;Tile Contractor
Ohio,Deck & Fence Renewal Systems,https://remodelingdoneright.nari.org/remodelers/12689139/Details/,Richard Weese,"Miamisburg, OH",(937) 434-3256,Richard Weese,,Deck Contractor
Ohio,DelCol Concrete Countertops,https://remodelingdoneright.nari.org/remodelers/12589567/Details/,Mark DelCol,"Dublin, OH",(614)889-9915,Mark DelCol,http://www.delcolconcrete.com/,Concrete Services;Remodeling Contractor;Countertops;Contractor
Ohio,Doc Thompson Plumbing,https://remodelingdoneright.nari.org/remodelers/12609475/Details/,Matt Thompson,"Gahanna, OH",614-736-2001,Matt Thompson,,Contractor;Plumbing Contractor;Remodeling Contractor
Ohio,Eastway Supplies,https://remodelingdoneright.nari.org/remodelers/94350/Details/,Bob Palmer,"Columbus, OH",(614)252-0974,Bob Palmer,http://www.eastwaysupplies.com/,Closet Design & Install;Plumbing
Ohio,"Energy Tech Insulation, Inc.",https://remodelingdoneright.nari.org/remodelers/12585927/Details/,Rich Helton,"Columbus, OH",614-487-8884,Rich Helton,http://www.energytechinsulation.com/,Insulation Contractor;Contractor
Ohio,EverDry Waterproofing of Cincinnati,https://remodelingdoneright.nari.org/remodelers/12289608/Details/,James Gielty,"Fairfield, OH",(513)874-7200,James Gielty,http://www.everdrycincy.com/,Waterproofing;Remodeling Contractor
